beetle_id,taxon_id,family,genus,specific_epithet,scientific_name,scientific_name_authorship
3622,6374ad7f6ca453faab23d1e6d045ecf7,Cerambycidae,Liopinus,,"Liopinus Linsley & Chemsak, 1995",
3623,bb925577cae45c759fa67be5e7f09bab,Cerambycidae,Ironeus,pulcher,"Ironeus pulcher Bates, 1880",
3624,ace613c56326d3bd14b91e2cb9f10827,Cerambycidae,Susuacanga,hatsueae,"Eburia hatsueae Chemsak & Giesbert, 1986",
3625,c8cf983fa22bf52930ca73547294e01b,Cerambycidae,Aneflus,calvatus,"Aneflus calvatus Horn, 1885",
3626,bb1ce4b742ce1e24a6fd6cc7e4fbd5ca,Cerambycidae,Poliaenus,volitans,"Poliaenus volitans (LeConte, 1873)",
3627,b47fa9c0060de16dac52a2b86e595fe4,Cerambycidae,Derobrachus,leechi,"Derobrachus leechi Chemsak & Linsley, 1977",
3628,69c5bc46a355e7270faf2ee92568ba9d,Cerambycidae,Ischnocnemis,caerulescens,"Ischnocnemis caerulescens Bates, 1885",
3629,772b0ec33e72b73f53f0253efe76591f,Cerambycidae,Estoloides,scabracaulis,"Estoloides scabracaulis Chemsak & Noguera, 1993",
3630,b2c24936327509300e56897b664b337f,Cerambycidae,Lepturges,angulatus,"Lepturges angulatus (LeConte, 1852)",
3631,6a5f9023cf7a0a95a8a6d2c26c374c64,Cerambycidae,Tylosis,puncticollis,"Tylosis puncticollis puncticollis Noguera & Chemsak, 1996",
3632,c5787f2425f76b98aeada7e242168e0b,Cerambycidae,Metironeus,hovorei,"Metironeus hovorei hovorei Noguera & Chemsak, 1996",
3633,ee6c0f58a0d60ada42b4e377f0ec260c,Cerambycidae,Mannophorus,forreri,"Mannophorus forreri Bates, 1885",
3634,099a6aeb3d9f0521766f9071ab119c45,Cerambycidae,Sphaenothecus,argenteus,"Sphaenothecus argenteus Bates, 1880",
3635,e07b4be13b4c35e46fbc00d817a4bceb,Cerambycidae,Nemognathomimus,,"Nemognathomimus Chemsak & Linsley, 1976",
3636,5f2f5e62bc284e238e84a6167f24bb67,Cerambycidae,Paroxoplus,ornaticollis,"Paroxoplus ornaticollis (Lacordaire, 1869)",
3637,694a6f402da2c05c5186e336fa161ab3,Cerambycidae,Aneflomorpha,,"Aneflomorpha Casey, 1912",
3638,b08587ca735a0b241308a3d6bc11463f,Cerambycidae,Elytroleptus,scabricollis,"Elytroleptus scabricollis Bates, 1892",
3639,25bb7336b5aeaf23a936fe0fe3bc28e7,Cerambycidae,Rhopalophora,punctatipennis,"Rhopalophora punctatipennis Linsley, 1935",
3640,3e51945e4581de45f8db06357629e85b,Cerambycidae,Acyphoderes,ayalai,"Acyphoderes ayalai Chemsak & Linsley, 1988",
3641,372ce58a3fdbbc6098d3bff31d98fa68,Cerambycidae,Orwellion,gibbulum,"Orwellion gibbulum arizonense (Casey, 1891)",
3642,fc628ff51e2f8228801f333812ba8545,Cerambycidae,Cosmisoma,reticulatum,"Cosmisoma reticulatum Bates, 1885",
3643,dd0a955ed88af31533699cd5218c3c30,Cerambycidae,Smodicum,pacificum,"Smodicum pacificum Linsley, 1934",
3644,6af49b8d485edbbfe309c3efa2cbf27b,Cerambycidae,Achryson,surinamum,"Achryson surinamum (Linnaeus, 1767)",
3645,6e0533d0e736da08311c575c3a598998,Cerambycidae,Strangalia,bicolorella,"Strangalia bicolorella Chemsak, 1969",
3646,036503c8db65470a598f0c63d1d72b51,Cerambycidae,Deltaspis,marginella,"Deltaspis marginella Bates, 1891",
3647,8b4ec05ae3a1a84b9295895dd2b16d26,Cerambycidae,Anelaphus,vernus,"Anelaphus vernus Chemsak, 1991",
3648,06cf8a0e835145bea2d407df66d99699,Cerambycidae,Xeranoplium,puncticolle,"Xeranoplium puncticolle Chemsak & Linsley, 1963",
3649,a550e8f8e463bb01f301162df95f5a4f,Cerambycidae,Aneflomorpha,rectilinea,"Aneflomorpha rectilinea rectilinea Chemsak, Linsley & Hovore, 1988",
3650,009a0234d22ad9ce97a4b6ecb34841bc,Cerambycidae,Adetus,,"Adetus LeConte, 1852",
3651,9267738502cd3024787d7acd8386e9e6,Cerambycidae,Anelaphus,undulatum,"Anelaphus undulatum (Bates, 1880)",
3652,3c42348e3974db26fc4492c02d7c9c92,Cerambycidae,Obrium,discoideum,"Obrium discoideum (LeConte, 1873)",
3653,905a0bb676f2907e1ac5dc3b9ddf1363,Cerambycidae,Phaea,maccartyi,"Phaea maccartyi Chemsak, 2000",
3654,2e2fec569b4ac7554a3cd29a4bb02cd2,Cerambycidae,Anelaphus,,"Anelaphus Linsley, 1936",
3655,fc351fa29f7bba75aafaca1928815bf1,Cerambycidae,Trichophoroides,decipiens,"Trichophoroides decipiens (Bates, 1880)",
3656,b462178121371957e92a64f435e1ab84,Cerambycidae,Anelaphus,badius,"Anelaphus badius Chemsak, 1991",
3657,146ce2810a6bd71953d7f77c5be5bb3c,Cerambycidae,,,Cerambycidae,
3658,b6a06d82821f369da58fd1c5168748f4,Cerambycidae,Olenosus,serrimanus,"Olenosus serrimanus Bates, 1872",
3659,cc14e3f98c803939011d05fd43cbfd9b,Cerambycidae,Ommata,elegans,"Ommata elegans White, 1855",
3660,a3c6fa97bf9c539d59c134dce2010c2b,Cerambycidae,Cyphonotida,rostrata,"Cyphonotida rostrata (Bates, 1872)",
3661,6e98a63cc69ef39607ea307cd2be2fca,Cerambycidae,Tylosis,oculatus,"Tylosis oculatus LeConte, 1850",
3662,2389932011e59da93398ff8d5cc3eacc,Cerambycidae,Obrium,giesberti,"Obrium giesberti Hovore & Chemsak, 1980",
3663,8915dc06285bedf471687ec845d17a4d,Cerambycidae,Ecyrus,lineicollis,"Ecyrus lineicollis Chemsak & Linsley, 1975",
3664,988302c528ef3b2adb0eed18ffb4eb70,Cerambycidae,Rhopalophora,prorubra,"Rhopalophora prorubra Knull, 1944",
3665,2f7ef716398a419f0a05941f0b0ea34b,Cerambycidae,Phaea,biplagiata,"Phaea biplagiata Chemsak, 1977",
3666,20e72dbaf928d3dd47a8b6633b7ec042,Cerambycidae,Bebelis,mexicana,"Bebelis mexicana (Bates, 1885)",
3667,2cf94b73e0f88aba15e19f36744d92b9,Cerambycidae,Peritapnia,pilosa,"Peritapnia pilosa Chemsak & Linsley, 1978",
3668,60ef890acad30a2848525fac6edf7685,Cerambycidae,Lepturges,infilatus,"Lepturges infilatus Bates, 1872",
3669,9955aaaa43c42717cc0759d6558d6b32,Cerambycidae,Odontocera,clara,"Odontocera clara Bates, 1873",
3670,ab4bd46e8f2863562a18a3533d11d3eb,Cerambycidae,Heterachthes,polingi,"Heterachthes polingi (Fall, 1925)",
3671,9a94ba2666ccb84a1da5734d25179aa8,Lycidae,Lycus,,"Lycus Fabricius, 1787",
3672,3c301108fe31514d369c25d1844c4691,Cerambycidae,Aneflomorpha,hovorei,"Aneflomorpha hovorei Chemsak & Noguera, 2005",
3673,e1f4200f9768f0e7ac0beba13680e96f,Cerambycidae,Eburia,paraegrota,"Eburia paraegrota Chemsak & Linsley, 1973",
3674,4a29a2282a098ecb0ec14828b565e7fe,Cerambycidae,Psyrassa,basicornis,"Psyrassa basicornis Pascoe, 1866",
3675,73978495914088741a21120cd52389bf,Cerambycidae,Psyrassa,,"Psyrassa Pascoe, 1866",
3676,b29315227b228bc4547a1cc34fdecd5b,Telegeusidae,Telegeusis,,"Telegeusis Horn, 1895",
3677,cc4714e7a541317f9dbec8bb88026485,Cantharidae,Caccodes,,"Caccodes Sharp, 1885",
3678,4c56d06e2b2c2e03aea72f4f368e6bc1,Cerambycidae,Psyrassa,,"Psyrassa Pascoe, 1866",
3679,81c71c03836807de8f29d7d69d3750ac,Cerambycidae,Alcyopis,chalcea,"Alcyopis chalcea Bates, 1874",
3680,755486716602df449e2a3e852761a545,Cerambycidae,Assycuera,rubella,"Assycuera rubella (Bates, 1892)",
3681,876ee1a2c34c1958dc90a8806816c4ac,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
3682,0b40e0490a0617bd09b7d49260ca2282,Lampyridae,Pyropyga,exstincta,"Pyropyga exstincta (Gorham, 1880)",
3683,3ca760695e5701a7f0b3880e5d88efa5,Cerambycidae,Rhopalophora,lineicollis,"Rhopalophora lineicollis Chevrolat, 1859",
3684,7c11a577421f4bdd19e7b5cb04b6334f,Cerambycidae,Neoclytus,,"Neoclytus J.Thomson, 1860",
3685,bdeb3e5b732803256bc55b2ed2849443,Lampyridae,Aspisomoides,bilineatum,"Aspisomoides bilineatum (Gorham, 1880)",
3686,0e5752a77197bf61821c624a42d9346f,Lycidae,Plateros,arizonensis,"Plateros arizonensis Green, 1953",
3687,05320fc275cbef7b2acfe2841110367c,Cerambycidae,Euderces,pulcher,"Euderces pulcher (Bates, 1874)",
3688,07b2f4e6a8c200475cedbb78adfd06f4,Lycidae,Plateros,,"Plateros Bourgeois, 1879",
3689,d528596a79e214c826335fa205bca9fa,Cerambycidae,Stenosphenus,cribripennis,"Stenosphenus cribripennis cribripennis Noguera & Chemsak, 1996",
3690,a60effe385e551f1ecbe91846b4484a7,Cerambycidae,Phaea,maryannae,"Phaea maryannae Chemsak, 1977",
3691,2220658c82c581f6769cb810229f4215,Cerambycidae,Crossomeles,aureopilis,"Crossomeles aureopilis (Fisher, 1953)",
3692,dbea30a8698424467df5cd52baebc042,Cantharidae,Silis,,"Silis Charpentier, 1825",
3693,ea64b2eff1ae90c40a64b63203b5ac28,Cerambycidae,Phaea,semirufa,"Phaea semirufa Bates, 1872",
3694,5fae64f9b2bc9f6bdbb6056a0030baba,Cerambycidae,Ironeus,mutatus,"Ironeus mutatus Bates, 1885",
3695,e987223752552d6b3359f9f24a516b39,Cerambycidae,Xalitla,genuina,"Xalitla genuina Martins, 1970",
3696,cd44bd2b453bdb09a0ca3fa866013198,Cerambycidae,Geropa,concolor,"Geropa concolor (LeConte, 1873)",
3697,f50bda06c19fa00fc478a45f226f0661,Cerambycidae,Psyrassa,,"Psyrassa Pascoe, 1866",
3698,5e3192c89b15b1455f2a46f979df740c,Cerambycidae,Phaea,vitticollis,"Phaea vitticollis Bates, 1872",
3699,e4f3be45c6ed2c8d23e65b6604731d65,Cerambycidae,Lepturges,,"Lepturges Bates, 1863",
3700,0455388c6faaa473bc85d0a46fd4cab1,Cerambycidae,Styloxus,lucanus,"Styloxus lucanus LeConte, 1873",
3701,a9ec7c7806da14ef43907e0e1519b20f,Cerambycidae,Pseudoperiboeum,lengi,"Pseudoperiboeum lengi (Schaeffer, 1909)",
3702,10a7f4ddf383d46ab9db463f33bb88a0,Cerambycidae,Anopliomorpha,gracilis,"Anopliomorpha gracilis Chemsak & Noguera, 1993",
3703,53f909e5876acc2d3b019c9fe1b44781,Cerambycidae,Eupogonius,,"Eupogonius LeConte, 1852",
3704,162cffb40c7b4e26a315f57f025e14ad,Cerambycidae,Psyrassa,,"Psyrassa Pascoe, 1866",
3705,88f79d6ee97668e78d89036823113fdd,Cerambycidae,Odontocera,aurocincta,"Odontocera aurocincta arizonensis Linsley, 1961",
3706,bbeb91fe47ac8ec11d17551a1db98076,Cerambycidae,Adetus,,"Adetus LeConte, 1852",
3707,7e3b23e46d306ea48293a84fcf3f61aa,Cantharidae,Silis,,"Silis Charpentier, 1825",
3708,60b6373d1d60451e304ad67a6b3962c3,Cerambycidae,Lepturges,,"Lepturges Bates, 1863",
3709,682cf28a977ff7ddf480d6ed2fc2d952,Cerambycidae,Chrysoprasis,guerrerensis,"Chrysoprasis guerrerensis Bates, 1892",
3710,60dfec725e10a28507bb76fb41d3b2e0,Cerambycidae,Stizocera,plicicollis,"Stizocera plicicollis (Germar, 1824)",
3711,ba24c2c61cfc84ecbf4af8d8ba19b4de,Cerambycidae,Derobrachus,sulcicornis,"Derobrachus sulcicornis LeConte, 1851",
3712,9c85ebf5d757025a912b73bf001c1e61,Cerambycidae,,,Cerambycidae,
3713,5a599dbb3cc1ac62a787219d40702492,Cerambycidae,Epectasis,,"Epectasis Bates, 1866",
3714,4c0d5b4d1d5a9494022158f1d1ee75f4,Cerambycidae,Xalitla,azteca,"Xalitla azteca Lane, 1959",
3715,d9ac84f584df2d5f2e2189f3207e2709,Cerambycidae,Nothopleurus,lobigenis,"Nothopleurus lobigenis Bates, 1884",
3716,ee7d9c7e0330991da6642f7fba72471c,Cerambycidae,Psyrassa,,"Psyrassa Pascoe, 1866",
3717,e44c039c64e29e60a4162dc44c04b1e4,Cerambycidae,Styloxus,,"Styloxus LeConte, 1873",
3718,08fd0d37781cdfd036263e7d2208d921,Cerambycidae,Micropsyrassa,glabrata,"Micropsyrassa glabrata Martins & Chemsak, 1966",
3719,4deef2a973f7b8dabf3dceb03c4c0595,Cerambycidae,Obrium,batesi,"Obrium batesi Hovore & Chemsak, 1980",
3720,8d6f56984d014fb14bccb04c5cb5edf3,Cerambycidae,Acyphoderes,sexualis,"Acyphoderes sexualis Linsley, 1934",
3721,dd29b19f9ed08f4ac302078d08dbfbf8,Cerambycidae,Ornithia,mexicana,"Ornithia mexicana mexicana Monné & Giesbert, 1994",
3722,c8559d62eba73465f7e16e869099c250,Cerambycidae,Strangalia,doyeni,"Strangalia doyeni Chemsak & Linsley, 1976",
3723,8dcb2375c01c1075a87bb662b38d89dc,Cerambycidae,Sphaenothecus,toledoi,"Sphaenothecus toledoi Chemsak & Noguera, 1998",
3724,12922f918109dbcab0c0fd03fd7c4540,Cerambycidae,Anelaphus,nitidipennis,"Anelaphus nitidipennis Chemsak & Linsley, 1968",
3725,59bc648d4263c68ff3b69891d1f053ab,Cantharidae,Ichthyurus,,"Ichthyurus Westwood, 1848",
3726,2adc265ea6b20c31d8654431bf72bd48,Lycidae,Lycus,arizonensis,"Lycus arizonensis Green, 1949",
3727,c2bd46a1d6e9c6208ad25023464b62b2,Cerambycidae,Cymatonycha,fasciata,"Cymatonycha fasciata Chemsak & Noguera, 1993",
3728,38357f9db774093cf90b8c436d7533ca,Cerambycidae,Obrium,maculatum,"Obrium maculatum (Olivier, 1795)",
3729,a6a862acf34077611df142676d818274,Cerambycidae,Plinthocoelium,chilensis,"Plinthocoelium chilensis (Blanchard, 1851)",
3730,0bbc68e247c03910a894ec990d6f447e,Cerambycidae,Neoperiboeum,juanitae,"Neoperiboeum juanitae Chemsak, 1991",
3731,c40672e402e990d8d03c348c401164b7,Cerambycidae,Pseudodeltaspis,cyanea,"Pseudodeltaspis cyanea Linsley, 1935",
3732,d074ecd4c0329852b31b58c72e1d59db,Cerambycidae,Mecometopus,giesberti,"Mecometopus giesberti Chemsak & Noguera, 1993",
3733,2536d886bbad11c447c7188dc650f00e,Cerambycidae,Neocompsa,,"Neocompsa Martins, 1965",
3734,86d0784398ae5f0d2972b5d406e87807,Cerambycidae,Phaea,hoegei,"Phaea hoegei Monné & Giesbert, 1994",
3735,f57e7938aa4a28e3fe61805c7aa59170,Cerambycidae,Phaea,maxima,"Phaea maxima Bates, 1881",
3736,e8a130238ca3c344406601966a685135,Cantharidae,Discodon,,"Discodon Gorham, 1881",
3737,0dc6e342d416a44514d2cb515dceec24,Cerambycidae,Trichophoroides,albisparsus,"Trichophoroides albisparsus (Bates, 1872)",
3738,7ef50d7275e9b93f2c99620a6b63b0a4,Lycidae,Plateros,,"Plateros Bourgeois, 1879",
3739,f6201848e784f7c98a70328549546aff,Cerambycidae,Ornithia,mexicana,"Ornithia mexicana zapotensis Tippmann, 1960",
3740,59f1942ad9ad89ae34460c4f64b0a83c,Lycidae,Plateros,tumacacori,"Plateros tumacacori Green, 1953",
3741,bddfdf6c071c1f84a776d7c7dae3ee94,Lycidae,Plateros,doradoi,"Plateros doradoi Zaragoza-Caballero, 1999",
3742,56aa0733547da9aa451aab2fe56790d9,Cerambycidae,Ecyrus,pacificus,"Ecyrus pacificus Linsley, 1942",
3743,0b76430c55ee7c28c5cd12a35b62b608,Cerambycidae,Aneflomorpha,rufipes,"Aneflomorpha rufipes Chemsak & Linsley, 1968",
3744,a7d95352e70b3c0d4e702fb0aa4b25c7,Cerambycidae,Tetraopes,umbonatus,"Tetraopes umbonatus LeConte, 1852",
3745,0bcb10fc467f21bc1783b9f59ec2ad31,Cerambycidae,Mecas,rotundicollis,"Mecas rotundicollis (Thomson, 1868)",
3746,766f83557e1288d290aa725776b6f06e,Cerambycidae,Lophalia,prolata,"Lophalia prolata Chemsak & Linsley, 1988",
3747,a705178f37f03ca6ffa3bb1e966af7df,Cerambycidae,Piezocera,serraticollis,"Piezocera serraticollis Linell, 1897",
3748,7a9cd95b4be5d38f068999b5b9623fd7,Cerambycidae,Micropsyrassa,reticulata,"Micropsyrassa reticulata Martins & Chemsak, 1966",
3749,4dcc0e7e4ca95379bc5ba13e1b95919c,Cerambycidae,Deltaspis,,"Deltaspis Audinet-Serville, 1834",
3750,bdbb3aaa31547aea16dbf386622b6feb,Cerambycidae,Steirastoma,anomalum,"Steirastoma anomalum Bates, 1880",
3751,2ad0b3b8e77ee595a3da9bb1b4859187,Cerambycidae,Euderces,,"Euderces LeConte, 1850",
3752,67d286647085eb99e314c72c7924e396,Cerambycidae,Eburia,stigma,"Eburia stigma (Olivier, 1795)",
3753,32eeec6883b77a61a4a6412c4e7b3143,Cerambycidae,Eburia,aegrota,"Eburia aegrota Bates, 1880",
3754,7523ddf4ddacf314c79593b1887bbc86,Cerambycidae,Euderces,bicinctus,"Euderces bicinctus bicinctus Giesbert & Chemsak, 1997",
3755,b3af1be35ee235d8d09f36d171b22d45,Cerambycidae,Plocaederus,yucatecus,"Plocaederus yucatecus (Chemsak & Noguera, 1997)",
3756,46f465c7060b5e6d093d14bef1b826e9,Cerambycidae,Stenosphenus,rufipes,"Stenosphenus rufipes Bates, 1872",
3757,9dd78e68208009a9e2d850ce776a6bd8,Cerambycidae,Stenaspis,,"Stenaspis Audinet-Serville, 1834",
3758,5f4e29df8eceabbd6ac3b3e1b711ef94,Cerambycidae,Phaea,marthae,"Phaea marthae Chemsak, 1977",
3759,c2ea00ddcff9e36a74448131d4617a81,Cerambycidae,Osmidus,guttatus,"Osmidus guttatus LeConte, 1873",
3760,bc2ef3debdd86dd5febaecf8fc57954f,Cerambycidae,Elytroleptus,apicalis,"Elytroleptus apicalis (LeConte, 1884)",
3761,78124b9a9d3ff435582c3b2383ded88b,Cerambycidae,Neocompsa,alacris,"Neocompsa alacris (Bates, 1885)",
3762,f58d194ee0771c4e32f6c54ecea35a8f,Lycidae,Lyconotus,,"Lyconotus Green, 1949",
3763,02b6f3694eb336bc8a517a86b0747775,Cantharidae,Chauliognathus,,"Chauliognathus Hentz, 1830",
3764,b46277984e0372f49e23c474bd48029c,Cerambycidae,Ataxia,,"Ataxia Haldeman, 1847",
3765,15f72e3419d97c26d4f3c18ecdb0ddf6,Cerambycidae,Estoloides,chamelae,"Estoloides chamelae Chemsak & Noguera, 1993",
3766,911dc5b2fa2b46537b2829539b3a7c9d,Cerambycidae,Strangalidium,,"Strangalidium Giesbert, 1997",
3767,e00c18bcf67c0ee6d385d9b9aa0e7f01,Cerambycidae,Acyphoderes,,"Acyphoderes Audinet-Serville, 1833",
3768,dcf74025ecaa5a7d557aa51e5eecf986,Cerambycidae,Triacetelus,sericatus,"Triacetelus sericatus Bates, 1892",
3769,425143a1230d1b9961821357a8517f62,Cerambycidae,Cirrhicera,basalis,"Cirrhicera basalis Gahan, 1892",
3770,4bb974c191defe89cec82daf8b9630fa,Cerambycidae,Eburia,powelli,"Eburia powelli Chemsak & Linsley, 1970",
3771,970e1be85288c4eb3b9a62e0ba3fe03d,Cantharidae,Tytthonyx,,"Tytthonyx LeConte, 1851",
3772,9e7e8d57bc22981bc335fb1d0d7ee592,Lampyridae,Tenaspis,,"Tenaspis LeConte, 1881",
3773,8e866ef08541189e0a95b1897dccecc3,Cerambycidae,Essostrutha,binotata,"Essostrutha binotata Bates, 1881",
3774,23059c15ddcd22efc91ee1a9d8410968,Lampyridae,Photuris,,"Photuris Dejean, 1833",
3775,ccf8bac87176f5a04be1b6e68990f34b,Telegeusidae,Telegeusis,,"Telegeusis Horn, 1895",
3776,83c54e5092ab3193329dc3ff145868e4,Cerambycidae,Lissonotus,flavocinctus,"Lissonotus flavocinctus flavocinctus Linsley, 1962",
3777,011348a8a1a2363fb66dc7fee9b7675e,Cerambycidae,Anopliomorpha,,"Anopliomorpha Linsley, 1936",
3778,0ea8ece6ce63ea6514a98520eafe0a41,Cerambycidae,Mecometopus,sarukhani,"Mecometopus sarukhani Chemsak & Noguera, 1993",
3779,73e497bef2c4af81f12782bb0c4f379c,Cerambycidae,Conosphaeron,concolor,"Conosphaeron concolor bicolor Chemsak & Linsley, 1967",
3780,0da060e5d1e8caf490088275bfdcf0c5,Cerambycidae,Trichophoroides,,"Trichophoroides Linsley, 1935",
3781,82e4196db3fc077fad6ecca227033468,Cerambycidae,Strangalia,cavaventra,"Strangalia cavaventra Chemsak, 1969",
3782,5d203c12609ccf5a16a20f42f99a7b9a,Cerambycidae,Mephritus,apicatus,"Mephritus apicatus (Linsley, 1935)",
3783,1d10a6b815cd2edba7b93b225b0945d3,Cerambycidae,Phaea,kaitlinae,"Phaea kaitlinae Chemsak, 2000",
3784,ed7d15ee6ee8a40c211bcf18b02db74a,Cerambycidae,Aneflus,bullocki,"Aneflus bullocki Chemsak & Giesbert, 1986",
3785,ca22ab078fe75821a57930c4576959bd,Cerambycidae,Hoegea,distigma,"Hoegea distigma Bates, 1885",
3786,cbca8419ada42e771088201cef80ee3a,Cerambycidae,Acyphoderes,parva,"Acyphoderes parva Chemsak & Linsley, 1979",
3787,f162c790b33ea8548371eb6a8141bdbe,Lycidae,Lycus,,"Lycus Fabricius, 1787",
3788,fa9c848d6fb9718353753561be6cab7d,Cerambycidae,Eupogonius,,"Eupogonius LeConte, 1852",
3789,77168f8182364554470d289ddb42ed28,Cerambycidae,Phaea,,"Phaea Newman, 1840",
3790,3d52edb984cda932d52b3a74032f72cd,Lycidae,Calocladon,,"Calocladon Gorham, 1881",
3791,fc0d549a415ff9b67b80421c5d1e28d8,Cantharidae,Silis,,"Silis Charpentier, 1825",
3792,dbdaa04a215c0f1fa502edacbbd1789c,Cerambycidae,Poliaenus,hesperus,"Poliaenus hesperus Chemsak & Linsley, 1988",
3793,29bc90d862cbf471de525079ce790810,Cantharidae,Silis,,"Silis Charpentier, 1825",
3794,e710864ba1805aec617fe9a2c46eed48,Cerambycidae,Tessarecphora,arachnoides,"Tessarecphora arachnoides centralis Monné, 1980",
3795,e7dfd50b1ab0847f55e422fe815f0552,Cerambycidae,Anelaphus,submoestus,"Anelaphus submoestus Linsley, 1942",
3796,d5246f1175d261111dc251ff43248387,Cerambycidae,Lophalia,cribricollis,"Lophalia cribricollis (Bates, 1892)",
3797,010fc223bfd6670b299ecfbfd6b9a3fa,Cerambycidae,Neoptychodes,trilineatus,"Neoptychodes trilineatus (Linnaeus, 1771)",
3798,d0a229ba587a32a35a874a217c91f08b,Cerambycidae,Phaea,noguerai,"Phaea noguerai Chemsak, 2000",
3799,ae999184521f5d184997c82620ecf107,Cerambycidae,Oncideres,pallifasciata,"Oncideres pallifasciata Noguera, 1993",
3800,738a0b8fbcc2c9b4f079581766fb8a2a,Lycidae,Calopteron,,"Calopteron Laporte, 1838",
3801,6c7a5ac2cc639d0fad6d99fd27ff46a7,Cerambycidae,Anisopodus,,"Anisopodus White, 1855",
3802,20a3ccc7dc40f1869d91a622a869af28,Lycidae,Lycus,,"Lycus Fabricius, 1787",
3803,f6c47d3385883e7d98eac283957fbd1d,Cerambycidae,Psyrassa,nigricornis,"Psyrassa nigricornis Bates, 1892",
3804,e72d55a9b8d0030790d1c03353107991,Lampyridae,Photinus,,"Photinus Laporte, 1833",
3805,da3426b901feb9395b64da80a87f1c4e,Cerambycidae,Anopliomorpha,,"Anopliomorpha Linsley, 1936",
3806,7df35e12686a09057a925863718d853f,Cerambycidae,Anelaphus,brevidens,"Anelaphus brevidens (Schaeffer, 1908)",
3807,8fbe41aa3018a39922c65144a32fec42,Cerambycidae,Stenosphenus,ochraceus,"Stenosphenus ochraceus Bates, 1872",
3808,505ba133d999b310486fb8fb7573717f,Cerambycidae,Lasiogaster,costipennis,"Lasiogaster costipennis Gahan, 1892",
3809,ef94540a7aafb39bc0309ca8c4034396,Cerambycidae,Phaea,,"Phaea Newman, 1840",
3810,8482a67059297883b9abce9c5e9386f1,Cerambycidae,Eranina,,"Eranina Monné, 2005",
3811,738b1b00e4aab89a695de1bcad322403,Cerambycidae,Eburia,linsleyi,"Eburia linsleyi Lacey, 1949",
3812,b5d1512ea29121a16364fb1005cdb710,Hydrophilidae,Berosus,,"Berosus Leach, 1817",
3813,35883beaeedd14e1a938a70198debb93,Carabidae,,,Carabidae,
3814,96740dbdeb59d6b672f0c8beb843b46f,Chrysomelidae,Amphelasma,cavum,"Amphelasma cavum (Say, 1835)",
3815,a727d43f9da4556403f24c8081de16d9,Chrysomelidae,Zygogramma,signatipennis,"Zygogramma signatipennis (Stål, 1859)",
3816,ca0fe366e96169ac41720b9a562cc5f7,Chrysomelidae,Calligrapha,felina,"Calligrapha felina Stal J.Gomez-Zurita, 1860",
3817,217483ec050368bd64b2fc67cac44195,Chrysomelidae,Leptinotarsa,,"Leptinotarsa Chevrolat, 1836",
3818,210ffc0ca650c0b5ad5cee1dc7b4a21b,Chrysomelidae,Calligrapha,diversa,"Calligrapha diversa Stal, 1859",
3819,991a316d011dee7aacfa9c0defa54911,Chrysomelidae,Diabrotica,undecimpunctata,"Diabrotica undecimpunctata Mannerheim, 1843",
3820,0ee5f6af09d4d4fc6e08a6fd5f300390,Chrysomelidae,Diabrotica,porracea,Diabrotica porracea,
3821,7db27416d208cb11669468c402690fa4,Chrysomelidae,Leptinotarsa,haldemani,"Leptinotarsa haldemani (Rogers, 1856)",
3822,49c3480f43ab61cb7703fdc68d62d225,Chrysomelidae,Zygogramma,piceicollis,"Zygogramma piceicollis (Stål, 1859)",
3823,805d4c690e5ea353e7c36dc828dcbe21,Chrysomelidae,Calligrapha,barda,"Calligrapha barda (Say, 1835) Say, 1835",
3824,0015516994c6e3add6cbd30b7ba2161d,Chrysomelidae,Leptinotarsa,,"Leptinotarsa Chevrolat, 1836",
3825,1243c76d9cec2615a20619d8383c0a11,Chrysomelidae,Diabrotica,balteata,"Diabrotica balteata J.L.LeConte, 1865",
3826,58f58313ed95dc9bb6c4aba02860eb9d,Chrysomelidae,Calligrapha,serpentina,"Calligrapha serpentina (Rogers, 1856)",
3827,09e9b98e4fd79276b90f35c645b135d8,Chrysomelidae,Calligrapha,dislocata,"Calligrapha dislocata (Rogers, 1856)",
3828,3557db4c1661c58b0dbeab617373438d,Chrysomelidae,Zygogramma,,"Zygogramma Chevrolat, 1836",
3829,cc2e847519a2f2c30742c6ecdec9046c,Staphylinidae,,,Staphylinidae,
3830,b5e65b1006a85bce0198c1c5b2c1542b,Curculionidae,,,Curculionidae,
3831,d871447bffb8b8bda5952f8e6f2bde02,Staphylinidae,,,Staphylinidae,
3832,6e72b402c37a406b212577a40f196298,Derodontidae,,,Derodontidae,
3833,a47a1321a5b538aae926a192609f355e,Staphylinidae,,,Staphylinidae,
3834,38e2b93f1109420f8fd61f80e82cd0bf,Phalacridae,,,Phalacridae,
3835,9d9eee262656df8703d95fd73acbade0,Chrysomelidae,,,Chrysomelidae,
